State,District,Id_Indicator,Indicator,NFHS5,NFHS4,Change
Chhattisgarh,Balrampur,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),78.6,NA,NA
Chhattisgarh,Balrampur,42,Institutional births (%),78.9,NA,NA
Chhattisgarh,Balrampur,73,Children under 5 years who are stunted (height-for-age)18 (%),35.1,NA,NA
Chhattisgarh,Balrampur,74,Children under 5 years who are wasted (weight-for-height)18 (%),23,NA,NA
Chhattisgarh,Balrampur,76,Children under 5 years who are underweight (weight-for-age)18 (%),38.8,NA,NA
Chhattisgarh,Balrampur,77,Children under 5 years who are overweight (weight-for-height)20 (%),1.6,NA,NA
Chhattisgarh,Bastar,1,Female population age 6 years and above who ever attended school (%),58,NA,NA
Chhattisgarh,Bastar,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",1042,NA,NA
Chhattisgarh,Bastar,15,Women with 10 or more years of schooling (%),25.3,NA,NA
Chhattisgarh,Bastar,17,Births in the 5 years preceding the survey that are third or higher order (%),1.8,NA,NA
Chhattisgarh,Bastar,20,Any method6 (%),54.2,NA,NA
Chhattisgarh,Bastar,21,Any modern method6 (%),47.7,NA,NA
Chhattisgarh,Bastar,22,Female sterilization (%),31.4,NA,NA
Chhattisgarh,Bastar,23,Male sterilization (%),0.9,NA,NA
Chhattisgarh,Bastar,24,IUD/PPIUD (%),2.2,NA,NA
Chhattisgarh,Bastar,25,Pill (%),6.1,NA,NA
Chhattisgarh,Bastar,26,Condom (%),4.9,NA,NA
Chhattisgarh,Bastar,27,Injectables (%),0.2,NA,NA
Chhattisgarh,Bastar,28,Total unmet need7 (%),12.1,NA,NA
Chhattisgarh,Bastar,29,Unmet need for spacing7 (%),5.3,NA,NA
Chhattisgarh,Bastar,30,Health worker ever talked to female non-users about family planning (%),36.9,NA,NA
Chhattisgarh,Bastar,31,Current users ever told about side effects of current method8 (%),86.7,NA,NA
Chhattisgarh,Bastar,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),92.4,NA,NA
Chhattisgarh,Bastar,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),69.2,NA,NA
Chhattisgarh,Bastar,42,Institutional births (%),63.5,NA,NA
Chhattisgarh,Bastar,73,Children under 5 years who are stunted (height-for-age)18 (%),48.1,NA,NA
Chhattisgarh,Bastar,74,Children under 5 years who are wasted (weight-for-height)18 (%),20.4,NA,NA
Chhattisgarh,Bastar,76,Children under 5 years who are underweight (weight-for-age)18 (%),45.2,NA,NA
Chhattisgarh,Bastar,77,Children under 5 years who are overweight (weight-for-height)20 (%),5.2,NA,NA
Chhattisgarh,Bemetara,1,Female population age 6 years and above who ever attended school (%),65.3,NA,NA
Chhattisgarh,Bemetara,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",987,NA,NA
Chhattisgarh,Bemetara,15,Women with 10 or more years of schooling (%),33,NA,NA
Chhattisgarh,Bemetara,17,Births in the 5 years preceding the survey that are third or higher order (%),1.2,NA,NA
Chhattisgarh,Bemetara,20,Any method6 (%),75.6,NA,NA
Chhattisgarh,Bemetara,21,Any modern method6 (%),71.2,NA,NA
Chhattisgarh,Bemetara,22,Female sterilization (%),62.4,NA,NA
Chhattisgarh,Bemetara,23,Male sterilization (%),0.1,NA,NA
Chhattisgarh,Bemetara,24,IUD/PPIUD (%),1.9,NA,NA
Chhattisgarh,Bemetara,25,Pill (%),1.6,NA,NA
Chhattisgarh,Bemetara,26,Condom (%),2.8,NA,NA
Chhattisgarh,Bemetara,27,Injectables (%),0.4,NA,NA
Chhattisgarh,Bemetara,28,Total unmet need7 (%),5,NA,NA
Chhattisgarh,Bemetara,29,Unmet need for spacing7 (%),2.4,NA,NA
Chhattisgarh,Bemetara,30,Health worker ever talked to female non-users about family planning (%),37.3,NA,NA
Chhattisgarh,Bemetara,31,Current users ever told about side effects of current method8 (%),88.2,NA,NA
Chhattisgarh,Bemetara,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.7,NA,NA
Chhattisgarh,Bemetara,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),91.5,NA,NA
Chhattisgarh,Bemetara,42,Institutional births (%),95,NA,NA
Chhattisgarh,Bemetara,73,Children under 5 years who are stunted (height-for-age)18 (%),38.4,NA,NA
Chhattisgarh,Bemetara,74,Children under 5 years who are wasted (weight-for-height)18 (%),16.4,NA,NA
Chhattisgarh,Bemetara,76,Children under 5 years who are underweight (weight-for-age)18 (%),27.6,NA,NA
Chhattisgarh,Bemetara,77,Children under 5 years who are overweight (weight-for-height)20 (%),4.1,NA,NA
Chhattisgarh,Bijapur,1,Female population age 6 years and above who ever attended school (%),47.4,67.7,-20.300000000000004
Chhattisgarh,Bijapur,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",1045,941,104
Chhattisgarh,Bijapur,15,Women with 10 or more years of schooling (%),24.2,20.2,4
Chhattisgarh,Bijapur,17,Births in the 5 years preceding the survey that are third or higher order (%),2.3,3,-0.7000000000000002
Chhattisgarh,Bijapur,20,Any method6 (%),35.7,51.4,-15.699999999999996
Chhattisgarh,Bijapur,21,Any modern method6 (%),32.4,50.6,-18.200000000000003
Chhattisgarh,Bijapur,22,Female sterilization (%),15.6,41.1,-25.5
Chhattisgarh,Bijapur,23,Male sterilization (%),2.3,1,1.2999999999999998
Chhattisgarh,Bijapur,24,IUD/PPIUD (%),4.1,2.7,1.3999999999999995
Chhattisgarh,Bijapur,25,Pill (%),3.3,2.2,1.0999999999999996
Chhattisgarh,Bijapur,26,Condom (%),3.1,2.8,0.30000000000000027
Chhattisgarh,Bijapur,27,Injectables (%),0,0,0
Chhattisgarh,Bijapur,28,Total unmet need7 (%),15.5,9.6,5.9
Chhattisgarh,Bijapur,29,Unmet need for spacing7 (%),4.8,6.2,-1.4000000000000004
Chhattisgarh,Bijapur,30,Health worker ever talked to female non-users about family planning (%),45.6,40.2,5.399999999999999
Chhattisgarh,Bijapur,31,Current users ever told about side effects of current method8 (%),90.2,83.8,6.400000000000006
Chhattisgarh,Bijapur,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),96.8,96.5,0.29999999999999716
Chhattisgarh,Bijapur,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),64.9,63.9,1.000000000000007
Chhattisgarh,Bijapur,42,Institutional births (%),63.6,75.5,-11.899999999999999
Chhattisgarh,Bijapur,73,Children under 5 years who are stunted (height-for-age)18 (%),53.8,48.2,5.599999999999994
Chhattisgarh,Bijapur,74,Children under 5 years who are wasted (weight-for-height)18 (%),20,26,-6
Chhattisgarh,Bijapur,76,Children under 5 years who are underweight (weight-for-age)18 (%),46.1,47.2,-1.1000000000000014
Chhattisgarh,Bijapur,77,Children under 5 years who are overweight (weight-for-height)20 (%),3.9,7.8,-3.9
Chhattisgarh,Bilaspur,1,Female population age 6 years and above who ever attended school (%),71,NA,NA
Chhattisgarh,Bilaspur,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",1070,NA,NA
Chhattisgarh,Bilaspur,15,Women with 10 or more years of schooling (%),37.4,NA,NA
Chhattisgarh,Bilaspur,17,Births in the 5 years preceding the survey that are third or higher order (%),2.6,NA,NA
Chhattisgarh,Bilaspur,20,Any method6 (%),58.5,NA,NA
Chhattisgarh,Bilaspur,21,Any modern method6 (%),50.3,NA,NA
Chhattisgarh,Bilaspur,22,Female sterilization (%),33.7,NA,NA
Chhattisgarh,Bilaspur,23,Male sterilization (%),0.1,NA,NA
Chhattisgarh,Bilaspur,24,IUD/PPIUD (%),3,NA,NA
Chhattisgarh,Bilaspur,25,Pill (%),2.5,NA,NA
Chhattisgarh,Bilaspur,26,Condom (%),5.5,NA,NA
Chhattisgarh,Bilaspur,27,Injectables (%),0.3,NA,NA
Chhattisgarh,Bilaspur,28,Total unmet need7 (%),10.4,NA,NA
Chhattisgarh,Bilaspur,29,Unmet need for spacing7 (%),4,NA,NA
Chhattisgarh,Bilaspur,30,Health worker ever talked to female non-users about family planning (%),19.9,NA,NA
Chhattisgarh,Bilaspur,31,Current users ever told about side effects of current method8 (%),56,NA,NA
Chhattisgarh,Bilaspur,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),92.9,NA,NA
Chhattisgarh,Bilaspur,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),75.7,NA,NA
Chhattisgarh,Bilaspur,42,Institutional births (%),79.4,NA,NA
Chhattisgarh,Bilaspur,73,Children under 5 years who are stunted (height-for-age)18 (%),25.7,NA,NA
Chhattisgarh,Bilaspur,74,Children under 5 years who are wasted (weight-for-height)18 (%),24,NA,NA
Chhattisgarh,Bilaspur,76,Children under 5 years who are underweight (weight-for-age)18 (%),28,NA,NA
Chhattisgarh,Bilaspur,77,Children under 5 years who are overweight (weight-for-height)20 (%),4.4,NA,NA
Chhattisgarh,Dantewada,1,Female population age 6 years and above who ever attended school (%),51,NA,NA
Chhattisgarh,Dantewada,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",1296,NA,NA
Chhattisgarh,Dantewada,15,Women with 10 or more years of schooling (%),24.2,NA,NA
Chhattisgarh,Dantewada,17,Births in the 5 years preceding the survey that are third or higher order (%),2.1,NA,NA
Chhattisgarh,Dantewada,20,Any method6 (%),58.8,NA,NA
Chhattisgarh,Dantewada,21,Any modern method6 (%),54.4,NA,NA
Chhattisgarh,Dantewada,22,Female sterilization (%),26.6,NA,NA
Chhattisgarh,Dantewada,23,Male sterilization (%),4.8,NA,NA
Chhattisgarh,Dantewada,24,IUD/PPIUD (%),6.8,NA,NA
Chhattisgarh,Dantewada,25,Pill (%),6.1,NA,NA
Chhattisgarh,Dantewada,26,Condom (%),6.3,NA,NA
Chhattisgarh,Dantewada,27,Injectables (%),0.2,NA,NA
Chhattisgarh,Dantewada,28,Total unmet need7 (%),7.1,NA,NA
Chhattisgarh,Dantewada,29,Unmet need for spacing7 (%),3.6,NA,NA
Chhattisgarh,Dantewada,30,Health worker ever talked to female non-users about family planning (%),46.8,NA,NA
Chhattisgarh,Dantewada,31,Current users ever told about side effects of current method8 (%),98.8,NA,NA
Chhattisgarh,Dantewada,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.7,NA,NA
Chhattisgarh,Dantewada,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),84.9,NA,NA
Chhattisgarh,Dantewada,42,Institutional births (%),90.5,NA,NA
Chhattisgarh,Dantewada,73,Children under 5 years who are stunted (height-for-age)18 (%),45.6,NA,NA
Chhattisgarh,Dantewada,74,Children under 5 years who are wasted (weight-for-height)18 (%),19.4,NA,NA
Chhattisgarh,Dantewada,76,Children under 5 years who are underweight (weight-for-age)18 (%),45.8,NA,NA
Chhattisgarh,Dantewada,77,Children under 5 years who are overweight (weight-for-height)20 (%),9.8,NA,NA
Chhattisgarh,Dhamtari,1,Female population age 6 years and above who ever attended school (%),77.3,73.5,3.799999999999997
Chhattisgarh,Dhamtari,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",1120,1108,12
Chhattisgarh,Dhamtari,15,Women with 10 or more years of schooling (%),40.9,28.7,12.2
Chhattisgarh,Dhamtari,17,Births in the 5 years preceding the survey that are third or higher order (%),0.4,1.9,-1.5
Chhattisgarh,Dhamtari,20,Any method6 (%),81.1,72,9.099999999999994
Chhattisgarh,Dhamtari,21,Any modern method6 (%),78.3,69.8,8.5
Chhattisgarh,Dhamtari,22,Female sterilization (%),64.9,65,-0.09999999999999432
Chhattisgarh,Dhamtari,23,Male sterilization (%),1,0.9,0.09999999999999998
Chhattisgarh,Dhamtari,24,IUD/PPIUD (%),1.5,0.5,1
Chhattisgarh,Dhamtari,25,Pill (%),2,1.6,0.3999999999999999
Chhattisgarh,Dhamtari,26,Condom (%),5.5,1.8,3.7
Chhattisgarh,Dhamtari,27,Injectables (%),0.4,0,0.4
Chhattisgarh,Dhamtari,28,Total unmet need7 (%),4.5,5.7,-1.2000000000000002
Chhattisgarh,Dhamtari,29,Unmet need for spacing7 (%),2.2,3.8,-1.5999999999999996
Chhattisgarh,Dhamtari,30,Health worker ever talked to female non-users about family planning (%),37.2,31.6,5.600000000000001
Chhattisgarh,Dhamtari,31,Current users ever told about side effects of current method8 (%),92.1,50,42.099999999999994
Chhattisgarh,Dhamtari,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.5,95,4.5
Chhattisgarh,Dhamtari,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),84.3,76.9,7.3999999999999915
Chhattisgarh,Dhamtari,42,Institutional births (%),94.3,82.6,11.700000000000003
Chhattisgarh,Dhamtari,73,Children under 5 years who are stunted (height-for-age)18 (%),30.5,34.2,-3.700000000000003
Chhattisgarh,Dhamtari,74,Children under 5 years who are wasted (weight-for-height)18 (%),17.9,27,-9.100000000000001
Chhattisgarh,Dhamtari,76,Children under 5 years who are underweight (weight-for-age)18 (%),28.9,40.2,-11.300000000000004
Chhattisgarh,Dhamtari,77,Children under 5 years who are overweight (weight-for-height)20 (%),2.7,0.9,1.8000000000000003
Chhattisgarh,Durg,1,Female population age 6 years and above who ever attended school (%),79.4,NA,NA
Chhattisgarh,Durg,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",812,NA,NA
Chhattisgarh,Durg,15,Women with 10 or more years of schooling (%),52.7,NA,NA
Chhattisgarh,Durg,17,Births in the 5 years preceding the survey that are third or higher order (%),1.8,NA,NA
Chhattisgarh,Durg,20,Any method6 (%),80.6,NA,NA
Chhattisgarh,Durg,21,Any modern method6 (%),76.4,NA,NA
Chhattisgarh,Durg,22,Female sterilization (%),61.2,NA,NA
Chhattisgarh,Durg,23,Male sterilization (%),0.6,NA,NA
Chhattisgarh,Durg,24,IUD/PPIUD (%),3.8,NA,NA
Chhattisgarh,Durg,25,Pill (%),1.6,NA,NA
Chhattisgarh,Durg,26,Condom (%),6.5,NA,NA
Chhattisgarh,Durg,27,Injectables (%),0.4,NA,NA
Chhattisgarh,Durg,28,Total unmet need7 (%),4.9,NA,NA
Chhattisgarh,Durg,29,Unmet need for spacing7 (%),3.4,NA,NA
Chhattisgarh,Durg,30,Health worker ever talked to female non-users about family planning (%),36.5,NA,NA
Chhattisgarh,Durg,31,Current users ever told about side effects of current method8 (%),89.2,NA,NA
Chhattisgarh,Durg,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.4,NA,NA
Chhattisgarh,Durg,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),94.2,NA,NA
Chhattisgarh,Durg,42,Institutional births (%),96.7,NA,NA
Chhattisgarh,Durg,73,Children under 5 years who are stunted (height-for-age)18 (%),38.9,NA,NA
Chhattisgarh,Durg,74,Children under 5 years who are wasted (weight-for-height)18 (%),16.9,NA,NA
Chhattisgarh,Durg,76,Children under 5 years who are underweight (weight-for-age)18 (%),27.7,NA,NA
Chhattisgarh,Durg,77,Children under 5 years who are overweight (weight-for-height)20 (%),3,NA,NA
Chhattisgarh,Gariyaband,1,Female population age 6 years and above who ever attended school (%),67.4,NA,NA
Chhattisgarh,Gariyaband,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",1011,NA,NA
Chhattisgarh,Gariyaband,15,Women with 10 or more years of schooling (%),27.8,NA,NA
Chhattisgarh,Gariyaband,17,Births in the 5 years preceding the survey that are third or higher order (%),1.2,NA,NA
Chhattisgarh,Gariyaband,20,Any method6 (%),76.2,NA,NA
Chhattisgarh,Gariyaband,21,Any modern method6 (%),68.3,NA,NA
Chhattisgarh,Gariyaband,22,Female sterilization (%),48.5,NA,NA
Chhattisgarh,Gariyaband,23,Male sterilization (%),0.4,NA,NA
Chhattisgarh,Gariyaband,24,IUD/PPIUD (%),2.5,NA,NA
Chhattisgarh,Gariyaband,25,Pill (%),3.5,NA,NA
Chhattisgarh,Gariyaband,26,Condom (%),5.6,NA,NA
Chhattisgarh,Gariyaband,27,Injectables (%),0.4,NA,NA
Chhattisgarh,Gariyaband,28,Total unmet need7 (%),3.5,NA,NA
Chhattisgarh,Gariyaband,29,Unmet need for spacing7 (%),1.4,NA,NA
Chhattisgarh,Gariyaband,30,Health worker ever talked to female non-users about family planning (%),27.7,NA,NA
Chhattisgarh,Gariyaband,31,Current users ever told about side effects of current method8 (%),88.1,NA,NA
Chhattisgarh,Gariyaband,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.3,NA,NA
Chhattisgarh,Gariyaband,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),86.3,NA,NA
Chhattisgarh,Gariyaband,42,Institutional births (%),87.6,NA,NA
Chhattisgarh,Gariyaband,73,Children under 5 years who are stunted (height-for-age)18 (%),28.9,NA,NA
Chhattisgarh,Gariyaband,74,Children under 5 years who are wasted (weight-for-height)18 (%),21.9,NA,NA
Chhattisgarh,Gariyaband,76,Children under 5 years who are underweight (weight-for-age)18 (%),22.1,NA,NA
Chhattisgarh,Gariyaband,77,Children under 5 years who are overweight (weight-for-height)20 (%),13.5,NA,NA
Chhattisgarh,Janjgir - Champa,1,Female population age 6 years and above who ever attended school (%),67.7,68.7,-1
Chhattisgarh,Janjgir - Champa,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",795,819,-24
Chhattisgarh,Janjgir - Champa,15,Women with 10 or more years of schooling (%),37.3,32.8,4.5
Chhattisgarh,Janjgir - Champa,17,Births in the 5 years preceding the survey that are third or higher order (%),1.5,1.8,-0.30000000000000004
Chhattisgarh,Janjgir - Champa,20,Any method6 (%),74.8,61.7,13.099999999999994
Chhattisgarh,Janjgir - Champa,21,Any modern method6 (%),66.3,59.1,7.199999999999996
Chhattisgarh,Janjgir - Champa,22,Female sterilization (%),47.6,52.6,-5
Chhattisgarh,Janjgir - Champa,23,Male sterilization (%),0.4,0.3,0.10000000000000003
Chhattisgarh,Janjgir - Champa,24,IUD/PPIUD (%),2.1,1.7,0.40000000000000013
Chhattisgarh,Janjgir - Champa,25,Pill (%),2.1,1,1.1
Chhattisgarh,Janjgir - Champa,26,Condom (%),7.8,3.4,4.4
Chhattisgarh,Janjgir - Champa,27,Injectables (%),1,0,1
Chhattisgarh,Janjgir - Champa,28,Total unmet need7 (%),6.3,12.5,-6.2
Chhattisgarh,Janjgir - Champa,29,Unmet need for spacing7 (%),1.9,5.9,-4
Chhattisgarh,Janjgir - Champa,30,Health worker ever talked to female non-users about family planning (%),16.5,22.8,-6.300000000000001
Chhattisgarh,Janjgir - Champa,31,Current users ever told about side effects of current method8 (%),70.2,40.9,29.300000000000004
Chhattisgarh,Janjgir - Champa,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97.6,89.5,8.099999999999994
